Variable,EMS_Code,Use,Media,Days,Samples,Notes,Phototoxic,Condition,MinimumLimit,MaximumLimit,Units,Statistic,WQG_Type,Reference,Reference Link,Overview Report Link,Technical Document Link
pH,"0004, PH-F",Aquatic Life - Freshwater,Water,30,5,No statistically significant increase in pH from background.  Short-term increases (2-3 days) to pH 9.5 are permitted for lake restoration projects.  Decreases in pH are permittes as long as carbon dioxide concentrations are not elevated above 1360 umol/L.  Carbon dioxide concentrations above 1360 umol/L may be toxic to fish.,,EMS_0004 > 9.0,,,,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/ph-tech.pdf
pH,"0004, PH-F",Aquatic Life - Marine,Water,30,5,Unrestricted change within this range (for protection of mollusc embryo development).,,EMS_0004 <= 7 & EMS_0004 <= 8.7,,,,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/ph-tech.pdf
pH,"0004, PH-F",Recreation - Swimming,Water,1,,,,,5,9,pH,median,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
Phenanthrene,PA15,Aquatic Life - Freshwater,Sediment,30,5,sediment containing 1% organic carbon,,,,0.04,ug/g,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-tech.pdf
Phenanthrene,PA15,Aquatic Life - Freshwater,Sediment,30,5,Interim Sediment Quality Guideline,,,,0.0419,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Phenanthrene,PA15,Aquatic Life - Freshwater,Sediment,30,5,Probable Effect Level,,,,0.515,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Phenanthrene,PA15,Aquatic Life - Marine,Sediment,30,5,Interim Sediment Quality Guideline,,,,0.0867,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Phenanthrene,PA15,Aquatic Life - Marine,Sediment,30,5,Probable Effect Level,,,,0.544,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Phenanthrene,PA15,Aquatic Life - Freshwater,Water,30,5,,,,,0.3,ug/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-tech.pdf
Phenols Total,117,Aquatic Life - Freshwater,Water,1,,Total phenols minus all chlorinated phenols minus 4-hydroxyphenol minus 3-hydroxyphenol,,,,50,ug/L,max,Interim,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/phenol-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/phenol-tech.pdf
Phosphorus Total,P--T,Drinking Water - Aesthetic,Water,1,,Lakes only,,,,0.01,mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
Phosphorus Total,P--T,Aquatic Life - Freshwater,Water,30,5,"WQG is for lakes where salmonids are the predominant fish species.  Total P in lakes is either the spring overturn concentration, if the residence time of the eimilimnetic water exceeds 6 months, or the mean epilimnetic growing season concentration, if residence time of epilimnetic water is below 6 months.",,,,15,mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/wqgs-wqos/approved-wqgs/nutrients-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/nutrients-tech.pdf
Phosphorus Total,P--T,Recreation - Swimming,Water,1,,Lakes only,,,,0.01,mg/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/recreational_water_quality_guidelines_bcenv.pdf,
Picloram,,Aquatic Life - Freshwater,Water,30,5,,,,,29,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Picloram,,Agriculture - Livestock,Water,30,5,,,,,190,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Polychlorinated Biphenyl 105 Total,,Aquatic Life - Freshwater,Water,1,,,,,,0.09,ng/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
Polychlorinated Biphenyl 126 Total,,Aquatic Life - Freshwater,Water,1,,,,,,0.00025,ng/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
Polychlorinated Biphenyl 169 Total,,Aquatic Life - Freshwater,Water,1,,,,,,0.06,ng/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
Polychlorinated Biphenyl 77 Total,,Aquatic Life - Freshwater,Water,1,,,,,,0.04,ng/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
Polychlorinated Biphenyls Arochlor 1016,A020,Aquatic Life - Freshwater,Sediment,30,5,Lower SWQG; screening level concentration 10th percentile,,,,0.0071,ug/g,mean,Working,"Jaagumagi, R. 1993. Development of the Ontario Provincial Sediment Quality Guidelines for PCBs and the Organochlorine Pesticides. Water Resources Branch, Ontario Ministry of the Environment.",,,
Polychlorinated Biphenyls Arochlor 1016,A020,Aquatic Life - Freshwater,Sediment,30,5,Upper SWQG; screening level concentration 90th percentile,,,,0.531,ug/g,mean,Working,"Jaagumagi, R. 1993. Development of the Ontario Provincial Sediment Quality Guidelines for PCBs and the Organochlorine Pesticides. Water Resources Branch, Ontario Ministry of the Environment.",,,
Polychlorinated Biphenyls Arochlor 1248,A023,Aquatic Life - Freshwater,Sediment,30,5,Lower SWQG; screening level concentration 10th percentile,,,,0.031,ug/g,mean,Working,"Jaagumagi, R. 1993. Development of the Ontario Provincial Sediment Quality Guidelines for PCBs and the Organochlorine Pesticides. Water Resources Branch, Ontario Ministry of the Environment.",,,
Polychlorinated Biphenyls Arochlor 1249,A023,Aquatic Life - Freshwater,Sediment,30,5,Upper SWQG; screening level concentration 90th percentile,,,,1.51,ug/g,mean,Working,"Jaagumagi, R. 1993. Development of the Ontario Provincial Sediment Quality Guidelines for PCBs and the Organochlorine Pesticides. Water Resources Branch, Ontario Ministry of the Environment.",,,
Polychlorinated Biphenyls Arochlor 1254,A021,Aquatic Life - Freshwater,Sediment,30,5,Interim Sediment Quality Guideline,,,,0.061,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Polychlorinated Biphenyls Arochlor 1255,A021,Aquatic Life - Freshwater,Sediment,30,5,Probable Effect Level,,,,0.341,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Polychlorinated Biphenyls Arochlor 1256,A021,Aquatic Life - Marine,Sediment,30,5,Interim Sediment Quality Guideline,,,,0.06331,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Polychlorinated Biphenyls Arochlor 1257,A021,Aquatic Life - Marine,Sediment,30,5,Probable Effect Level,,,,0.7091,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Polychlorinated Biphenyls Arochlor 1260,A022,Aquatic Life - Freshwater,Sediment,30,5,Lower SWQG,,,,0.0051,ug/g,mean,Working,"Jaagumagi, R. 1993. Development of the Ontario Provincial Sediment Quality Guidelines for PCBs and the Organochlorine Pesticides. Water Resources Branch, Ontario Ministry of the Environment.",,,
Polychlorinated Biphenyls Arochlor 1261,A022,Aquatic Life - Freshwater,Sediment,30,5,Upper SWQG,,,,0.241,ug/g,mean,Working,"Jaagumagi, R. 1993. Development of the Ontario Provincial Sediment Quality Guidelines for PCBs and the Organochlorine Pesticides. Water Resources Branch, Ontario Ministry of the Environment.",,,
Polychlorinated Biphenyls Total,P019,Aquatic Life - Freshwater,Sediment,1,,sediment containing 1% organic carbon,,,,0.02,ug/g,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
Polychlorinated Biphenyls Total,P019,Aquatic Life - Marine,Sediment,1,,sediment containing 1% organic carbon,,,,0.02,ug/g,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
Polychlorinated Biphenyls Total,P019,Aquatic Life - Freshwater,Tissue,1,,"Fish and/or shellfish, for wildlife consumption, whole animal",,,,0.1,ug/g wet weight,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
Polychlorinated Biphenyls Total,P019,Aquatic Life - Marine,Tissue,1,,"Fish and/or shellfish, for wildlife consumption, whole animal",,,,0.1,ug/g wet weight,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
Polychlorinated Biphenyls Total,P019,Agriculture - Irrigation,Water,1,,,,,,0.5,ug/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
Polychlorinated Biphenyls Total,P019,Aquatic Life - Freshwater,Water,1,,,,,,0.1,ng/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pcbs-tech.pdf
Polychlorinated Biphenyls Total,P019,Aquatic Life - Freshwater,Sediment,30,5,Interim Sediment Quality Guideline,,,,0.0341,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Polychlorinated Biphenyls Total,P019,Aquatic Life - Freshwater,Sediment,30,5,Probable Effect Level,,,,0.277,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Polychlorinated Biphenyls Total,P019,Aquatic Life - Marine,Sediment,30,5,Interim Sediment Quality Guideline,,,,0.02151,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Polychlorinated Biphenyls Total,P019,Aquatic Life - Marine,Sediment,30,5,Probable Effect Level,,,,0.1891,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Polychlorinated dibenzo-p-dioxins/dibenzo furans (PCDD/Fs),PCDF,Aquatic Life - Freshwater,Sediment,30,5,Lower SWQG,,,,0.85,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Polychlorinated dibenzo-p-dioxins/dibenzo furans (PCDD/Fs),PCDF,Aquatic Life - Freshwater,Sediment,30,5,Upper SWQG; Provisional maximum expressed on a toxic equivalency basis using toxic equivalent factors for fish. See reference.,,,,21.5,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Polychlorinated dibenzo-p-dioxins/dibenzo furans (PCDD/Fs),PCDF,Aquatic Life - Marine,Sediment,30,5,Lower SWQG,,,,0.85,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Polychlorinated dibenzo-p-dioxins/dibenzo furans (PCDD/Fs),PCDF,Aquatic Life - Marine,Sediment,30,5,Upper SWQG; Provisional maximum expressed on a toxic equivalency basis using toxic equivalent factors for fish. See reference.,,,,21.5,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
"Polycyclic Aromatic Hydrocarbon (PAH) Benzo(g,h,i)perylene",PA07,Aquatic Life - Freshwater,Sediment,30,5,Lower SWQG; effect levels based on screening level concentration,,,,0.17,ug/g,mean,Working,"Ontario Ministry of Environment and Energy (MOEE). 1993. Guidelines for the protection and management of aquatic sediment quality in Ontario. Report No. ISBN 0772992487. Ontario Ministry of Environment, Water Resources Branch.",,,
"Polycyclic Aromatic Hydrocarbon (PAH) Benzo(g,h,i)perylene",PA07,Aquatic Life - Freshwater,Sediment,30,5,Upper SWQG; effect levels based on screening level concentration,,,,3.21,ug/g,mean,Working,"Ontario Ministry of Environment and Energy (MOEE). 1993. Guidelines for the protection and management of aquatic sediment quality in Ontario. Report No. ISBN 0772992487. Ontario Ministry of Environment, Water Resources Branch.",,,
Polycyclic Aromatic Hydrocarbons (PAHs) HPAH higher molecular weight,PAHH,Aquatic Life - Freshwater,Sediment,30,5,Lower SWQG; based on background approach method,,,,1,ug/g,mean,Working,"Environment Canada and Ministry of the Environment of Quebec (EC & QC MoE). July 1992. Interim criteria for quality assessment of St. Lawrence River Sediment. Environment Canada, St. Lawrence Centre, and Ministry of the Environment of Quebec.",,,
Polycyclic Aromatic Hydrocarbons (PAHs) HPAH higher molecular weight,PAHH,Aquatic Life - Marine,Sediment,30,5,Lower SWQG,,,,9.61,ug/g,mean,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
Polycyclic Aromatic Hydrocarbons (PAHs) HPAH higher molecular weight,PAHH,Aquatic Life - Marine,Sediment,30,5,Upper SWQG,,,,531,ug/g,mean,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
Polycyclic Aromatic Hydrocarbons (PAHs) LPAH lower molecular weight,PAHL,Aquatic Life - Freshwater,Sediment,30,5,Lower SWQG; based on background approach method,,,,0.1,ug/g,mean,Working,"Environment Canada and Ministry of the Environment of Quebec (EC & QC MoE). July 1992. Interim criteria for quality assessment of St. Lawrence River Sediment. Environment Canada, St. Lawrence Centre, and Ministry of the Environment of Quebec.",,,
Polycyclic Aromatic Hydrocarbons (PAHs) LPAH lower molecular weight,PAHL,Aquatic Life - Marine,Sediment,30,5,Lower SWQG,,,,3.71,ug/g,mean,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
Polycyclic Aromatic Hydrocarbons (PAHs) LPAH lower molecular weight,PAHL,Aquatic Life - Marine,Sediment,30,5,Upper SWQG,,,,7.81,ug/g,mean,Working,Washington State Department of Ecology (DoE). 2013. Sediment Management Standards.,https://fortress.wa.gov/ecy/publications/SummaryPages/1309055.html,,
Polycyclic Aromatic Hydrocarbons Total,PAH-,Aquatic Life - Freshwater,Sediment,30,5,Lower SWQG,,,,4,ug/g,mean,Working,"Long, E. R., and Morgan, L. G. 1990. The Potential for Biological Effects of Sediment Sorbed Contaminants Tested in the National Status and Tends Program, National Oceanic and Atmospheric Administration, Seattle, Washington.",,,
Polycyclic Aromatic Hydrocarbons Total,PAH-,Aquatic Life - Freshwater,Sediment,30,5,"Upper SWQG; Based on National Status and Trends Program Approach, 100 µg/g shows severe effects (Persuad et al. 1993)",,,,35,ug/g,mean,Working,"Long, E. R., and Morgan, L. G. 1990. The Potential for Biological Effects of Sediment Sorbed Contaminants Tested in the National Status and Tends Program, National Oceanic and Atmospheric Administration, Seattle, Washington.",,,
Pyrene,PA16,Aquatic Life - Freshwater,Sediment,30,5,Interim Sediment Quality Guideline,,,,0.053,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Pyrene,PA16,Aquatic Life - Freshwater,Sediment,30,5,Probable Effect Level,,,,0.875,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Pyrene,PA16,Aquatic Life - Marine,Sediment,30,5,Interim Sediment Quality Guideline,,,,0.153,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Pyrene,PA16,Aquatic Life - Marine,Sediment,30,5,Probable Effect Level,,,,1.398,ug/g,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Pyrene,PA16,Aquatic Life - Freshwater,Water,30,5,,TRUE,,,0.02,ug/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-or.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/pahs/pahs-tech.pdf
Quinoline,PA19,Aquatic Life - Freshwater,Water,30,5,,,,,3.4,ug/L,mean,Working,Canadian Council of Ministers of the Environment (CCME),http://st-ts.ccme.ca/en/index.html,,
Resin acids Total,128,Aquatic Life - Freshwater,Water,1,,"Total resin acids include abietic acid, neoabietic acid, pimaric acid, isopimaric acid, and sandaracopimaric acid but not dehydroabietic acid.",,EMS_0004 = 5.0,,1,ug/L,max,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
Resin acids Total,128,Aquatic Life - Freshwater,Water,1,,"Total resin acids include abietic acid, neoabietic acid, pimaric acid, isopimaric acid, and sandaracopimaric acid but not dehydroabietic acid.",,EMS_0004 > 5.0 & EMS_0004 <=5.5,,3,ug/L,max,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
Resin acids Total,128,Aquatic Life - Freshwater,Water,1,,"Total resin acids include abietic acid, neoabietic acid, pimaric acid, isopimaric acid, and sandaracopimaric acid but not dehydroabietic acid.",,EMS_0004 > 5.5 & EMS_0004 <=6.0,,4,ug/L,max,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
Resin acids Total,128,Aquatic Life - Freshwater,Water,1,,"Total resin acids include abietic acid, neoabietic acid, pimaric acid, isopimaric acid, and sandaracopimaric acid but not dehydroabietic acid.",,EMS_0004 > 6.0 & EMS_0004 <=6.5,,9,ug/L,max,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
Resin acids Total,128,Aquatic Life - Freshwater,Water,1,,"Total resin acids include abietic acid, neoabietic acid, pimaric acid, isopimaric acid, and sandaracopimaric acid but not dehydroabietic acid.",,EMS_0004 > 6.5 & EMS_0004 <=7.0,,25,ug/L,max,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
Resin acids Total,128,Aquatic Life - Freshwater,Water,1,,"Total resin acids include abietic acid, neoabietic acid, pimaric acid, isopimaric acid, and sandaracopimaric acid but not dehydroabietic acid.",,EMS_0004 > 7.0 & EMS_0004 <=7.5,,45,ug/L,max,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
Resin acids Total,128,Aquatic Life - Freshwater,Water,1,,"Total resin acids include abietic acid, neoabietic acid, pimaric acid, isopimaric acid, and sandaracopimaric acid but not dehydroabietic acid.",,EMS_0004 > 7.5 & EMS_0004 <=8.0,,52,ug/L,max,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
Resin acids Total,128,Aquatic Life - Freshwater,Water,1,,"Total resin acids include abietic acid, neoabietic acid, pimaric acid, isopimaric acid, and sandaracopimaric acid but not dehydroabietic acid.",,EMS_0004 > 8.0 & EMS_0004 <=8.5,,60,ug/L,max,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
Resin acids Total,128,Aquatic Life - Freshwater,Water,1,,"Total resin acids include abietic acid, neoabietic acid, pimaric acid, isopimaric acid, and sandaracopimaric acid but not dehydroabietic acid.",,EMS_0004 > 8.5 & EMS_0004 <=9.0,,62,ug/L,max,Working,"Environment Ontario. 1988. Scientific Criteria Document for Development of Provincial Water Quality Objectives and Guidelines, Resin Acids. ISBN 0-7729-4347-8.",,,
Salinity,130,Aquatic Life - Estuarine,Water,30,5,24-hour change in salinity should not exceed 1 ‰ if natural salinity is 0 to 3.5 ‰; 2 ‰ if natural salinity is 3.5 to 13.5 ‰; and 4 ‰ if natural salinity is 13.5 to 35 ‰ (US EPA 1976). ± 10% change in concentration (NaCl or equivalent).,,,,,,mean,Working,"Department of Environment (DoE). 1972. Guidelines for water quality objectives and standards. Technical bulletin No. 67, Ottawa, CA: Department of the Environment, Inland Waters Branch. 168 p.",,,
Selenium Total,SE-T,Drinking Water,Water,1,,,,,,0.01,mg/L,max,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/drinking-water-and-recreation/source_drinking_water_quality_guidelines_bcenv.pdf,
Selenium Total,SE-T,Aquatic Life - Freshwater,Sediment,30,5,,,,,2,ug/g,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_moe_se_wqg_companion_document.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_moe_se_wqg.pdf
Selenium Total,SE-T,Aquatic Life - Freshwater,Tissue,30,5,Fish egg/ovary,,,,11,ug/g,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_moe_se_wqg_companion_document.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_moe_se_wqg.pdf
Selenium Total,SE-T,Aquatic Life - Freshwater,Tissue,30,5,Fish muscle/muscle plug,,,,4,ug/g,mean,Interim,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_moe_se_wqg_companion_document.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_moe_se_wqg.pdf
Selenium Total,SE-T,Aquatic Life - Freshwater,Tissue,30,5,Fish whole-body,,,,4,ug/g,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_moe_se_wqg_companion_document.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_moe_se_wqg.pdf
Selenium Total,SE-T,Aquatic Life - Freshwater,Tissue,30,5,Invertebrate tissue (dietary),,,,4,ug/g,mean,Interim,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_moe_se_wqg_companion_document.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_moe_se_wqg.pdf
Selenium Total,SE-T,Wildlife,Tissue,30,5,Bird egg,,,,6,ug/g,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_moe_se_wqg_companion_document.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_moe_se_wqg.pdf
Selenium Total,SE-T,Aquatic Life - Freshwater,Water,30,5,,,,,2,ug/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_moe_se_wqg_companion_document.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_moe_se_wqg.pdf
Selenium Total,SE-T,Agriculture - Irrigation,Water,30,5,,,,,10,ug/L,mean,Approved,B.C. Ministry of Environment and Climate Change Strategy,,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_moe_se_wqg_companion_document.pdf,https://www2.gov.bc.ca/assets/gov/environment/air-land-water/water/waterquality/water-quality-guidelines/approved-wqgs/bc_moe_se_wqg.pdf
